"Year","GEO","Class of electricity producer","Type of electricity generation","UOM","VALUE","lastmonth"
2023,"New Brunswick","Electricity producers, industries","Solar","Megawatt hours",582,9
2023,"New Brunswick","Electricity producers, industries","Tidal power turbine","Megawatt hours",0,9
2023,"New Brunswick","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",536626,9
2023,"New Brunswick","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",509075,9
2023,"New Brunswick","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",536044,9
2023,"New Brunswick","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",26969,9
2023,"New Brunswick","Electricity producers, industries","Wind power turbine","Megawatt hours",0,9
2023,"New Brunswick","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"New Brunswick","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2023,"New Brunswick","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",3768713,9
2023,"New Brunswick","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"New Brunswick","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours",4745491,9
2023,"New Brunswick","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2023,"New Brunswick","Total all classes of electricity producer","Solar","Megawatt hours",771,9
2023,"New Brunswick","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",0,9
2023,"New Brunswick","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",15822158,9
2023,"New Brunswick","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",509075,9
2023,"New Brunswick","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",6686573,9
2023,"New Brunswick","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",6177498,9
2023,"New Brunswick","Total all classes of electricity producer","Wind power turbine","Megawatt hours",620610,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",44163498,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Solar","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",44945915,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",610158,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",610158,9
2023,"Newfoundland and Labrador","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",172259,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Hydraulic turbine","Megawatt hours",774990,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Solar","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Tidal power turbine","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",1165822,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",20461,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",390832,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",370371,9
2023,"Newfoundland and Labrador","Electricity producers, industries","Wind power turbine","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",44938488,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Solar","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",0,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",46111737,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",20461,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",1000990,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",980529,9
2023,"Newfoundland and Labrador","Total all classes of electricity producer","Wind power turbine","Megawatt hours",172259,9
2023,"Northwest Territories","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2023,"Northwest Territories","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",173944,9
2023,"Northwest Territories","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2023,"Northwest Territories","Electricity producers, electric utilities","Solar","Megawatt hours",226,9
2023,"Northwest Territories","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",321214,9
2023,"Northwest Territories","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",0,9
2023,"Northwest Territories","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",144215,9
2023,"Northwest Territories","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",144215,9
2023,"Northwest Territories","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",2829,9
2023,"Northwest Territories","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2023,"Northwest Territories","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2023,"Northwest Territories","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2023,"Northwest Territories","Electricity producers, industries","Solar","Megawatt hours",4,9
2023,"Northwest Territories","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",353350,9
2023,"Northwest Territories","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",0,9
2023,"Northwest Territories","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",339803,9
2023,"Northwest Territories","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",339803,9
2023,"Northwest Territories","Electricity producers, industries","Wind power turbine","Megawatt hours",13543,9
2023,"Northwest Territories","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"Northwest Territories","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",173944,9
2023,"Northwest Territories","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"Northwest Territories","Total all classes of electricity producer","Solar","Megawatt hours",230,9
2023,"Northwest Territories","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",674564,9
2023,"Northwest Territories","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",0,9
2023,"Northwest Territories","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",484018,9
2023,"Northwest Territories","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",484018,9
2023,"Northwest Territories","Total all classes of electricity producer","Wind power turbine","Megawatt hours",16372,9
2023,"Nova Scotia","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2023,"Nova Scotia","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2023,"Nova Scotia","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",959527,9
2023,"Nova Scotia","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2023,"Nova Scotia","Electricity producers, electric utilities","Solar","Megawatt hours",2391,9
2023,"Nova Scotia","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours",0,9
2023,"Nova Scotia","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",8266970,9
2023,"Nova Scotia","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",296934,9
2023,"Nova Scotia","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",6012565,9
2023,"Nova Scotia","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",5715631,9
2023,"Nova Scotia","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",1292487,9
2023,"Nova Scotia","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2023,"Nova Scotia","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2023,"Nova Scotia","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2023,"Nova Scotia","Electricity producers, industries","Solar","Megawatt hours",4,9
2023,"Nova Scotia","Electricity producers, industries","Tidal power turbine","Megawatt hours",0,9
2023,"Nova Scotia","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",10220,9
2023,"Nova Scotia","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",4645,9
2023,"Nova Scotia","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",4645,9
2023,"Nova Scotia","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",0,9
2023,"Nova Scotia","Electricity producers, industries","Wind power turbine","Megawatt hours",5571,9
2023,"Nova Scotia","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"Nova Scotia","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2023,"Nova Scotia","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",959527,9
2023,"Nova Scotia","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2023,"Nova Scotia","Total all classes of electricity producer","Solar","Megawatt hours",2395,9
2023,"Nova Scotia","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",0,9
2023,"Nova Scotia","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",8277190,9
2023,"Nova Scotia","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",301579,9
2023,"Nova Scotia","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",6017210,9
2023,"Nova Scotia","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",5715631,9
2023,"Nova Scotia","Total all classes of electricity producer","Wind power turbine","Megawatt hours",1298058,9
2023,"Nunavut","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",0,9
2023,"Nunavut","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, electric utilities","Solar","Megawatt hours",0,9
2023,"Nunavut","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",194005,9
2023,"Nunavut","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",0,9
2023,"Nunavut","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",194005,9
2023,"Nunavut","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",194005,9
2023,"Nunavut","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",0,9
2023,"Nunavut","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, industries","Solar","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",NA,9
2023,"Nunavut","Electricity producers, industries","Wind power turbine","Megawatt hours",NA,9
2023,"Nunavut","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"Nunavut","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",0,9
2023,"Nunavut","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"Nunavut","Total all classes of electricity producer","Solar","Megawatt hours",91,9
2023,"Nunavut","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",194096,9
2023,"Nunavut","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",0,9
2023,"Nunavut","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",194005,9
2023,"Nunavut","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",194005,9
2023,"Nunavut","Total all classes of electricity producer","Wind power turbine","Megawatt hours",0,9
2023,"Ontario","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2023,"Ontario","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2023,"Ontario","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",38557933,9
2023,"Ontario","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2023,"Ontario","Electricity producers, electric utilities","Nuclear steam turbine","Megawatt hours",79820348,9
2023,"Ontario","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2023,"Ontario","Electricity producers, electric utilities","Solar","Megawatt hours",1930339,9
2023,"Ontario","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",152560191,9
2023,"Ontario","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",809401,9
2023,"Ontario","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",19765922,9
2023,"Ontario","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",18956521,9
2023,"Ontario","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",12485649,9
2023,"Ontario","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2023,"Ontario","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2023,"Ontario","Electricity producers, industries","Hydraulic turbine","Megawatt hours",268482,9
2023,"Ontario","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2023,"Ontario","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2023,"Ontario","Electricity producers, industries","Solar","Megawatt hours",371446,9
2023,"Ontario","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",3692755,9
2023,"Ontario","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",545356,9
2023,"Ontario","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",2958110,9
2023,"Ontario","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",2412754,9
2023,"Ontario","Electricity producers, industries","Wind power turbine","Megawatt hours",94717,9
2023,"Ontario","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"Ontario","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2023,"Ontario","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",38826415,9
2023,"Ontario","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"Ontario","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours",79820348,9
2023,"Ontario","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2023,"Ontario","Total all classes of electricity producer","Solar","Megawatt hours",2301785,9
2023,"Ontario","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",156252946,9
2023,"Ontario","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",1354757,9
2023,"Ontario","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",22724032,9
2023,"Ontario","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",21369275,9
2023,"Ontario","Total all classes of electricity producer","Wind power turbine","Megawatt hours",12580366,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",0,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Solar","Megawatt hours",539,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours",0,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",499242,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",0,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",693,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",693,9
2023,"Prince Edward Island","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",498010,9
2023,"Prince Edward Island","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2023,"Prince Edward Island","Electricity producers, industries","Solar","Megawatt hours",0,9
2023,"Prince Edward Island","Electricity producers, industries","Tidal power turbine","Megawatt hours",0,9
2023,"Prince Edward Island","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",4957,9
2023,"Prince Edward Island","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",3767,9
2023,"Prince Edward Island","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",4957,9
2023,"Prince Edward Island","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",1190,9
2023,"Prince Edward Island","Electricity producers, industries","Wind power turbine","Megawatt hours",0,9
2023,"Prince Edward Island","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"Prince Edward Island","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2023,"Prince Edward Island","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",0,9
2023,"Prince Edward Island","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"Prince Edward Island","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2023,"Prince Edward Island","Total all classes of electricity producer","Solar","Megawatt hours",539,9
2023,"Prince Edward Island","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",0,9
2023,"Prince Edward Island","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",504199,9
2023,"Prince Edward Island","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",3767,9
2023,"Prince Edward Island","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",5650,9
2023,"Prince Edward Island","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",1883,9
2023,"Prince Edward Island","Total all classes of electricity producer","Wind power turbine","Megawatt hours",498010,9
2023,"Quebec","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2023,"Quebec","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2023,"Quebec","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",165005897,9
2023,"Quebec","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2023,"Quebec","Electricity producers, electric utilities","Nuclear steam turbine","Megawatt hours",NA,9
2023,"Quebec","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2023,"Quebec","Electricity producers, electric utilities","Solar","Megawatt hours",12926,9
2023,"Quebec","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",175296946,9
2023,"Quebec","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",775906,9
2023,"Quebec","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",1084684,9
2023,"Quebec","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",308778,9
2023,"Quebec","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",9193439,9
2023,"Quebec","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2023,"Quebec","Electricity producers, industries","Hydraulic turbine","Megawatt hours",19015942,9
2023,"Quebec","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2023,"Quebec","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2023,"Quebec","Electricity producers, industries","Solar","Megawatt hours",0,9
2023,"Quebec","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",20294467,9
2023,"Quebec","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",500853,9
2023,"Quebec","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",866373,9
2023,"Quebec","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",365520,9
2023,"Quebec","Electricity producers, industries","Wind power turbine","Megawatt hours",412152,9
2023,"Quebec","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"Quebec","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2023,"Quebec","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",184021839,9
2023,"Quebec","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"Quebec","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours",NA,9
2023,"Quebec","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2023,"Quebec","Total all classes of electricity producer","Solar","Megawatt hours",12926,9
2023,"Quebec","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",195591413,9
2023,"Quebec","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",1276759,9
2023,"Quebec","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",1951057,9
2023,"Quebec","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",674298,9
2023,"Quebec","Total all classes of electricity producer","Wind power turbine","Megawatt hours",9605591,9
2023,"Saskatchewan","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",2703966,9
2023,"Saskatchewan","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",115778,9
2023,"Saskatchewan","Electricity producers, electric utilities","Solar","Megawatt hours",39398,9
2023,"Saskatchewan","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",24409352,9
2023,"Saskatchewan","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",26039,9
2023,"Saskatchewan","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",19605218,9
2023,"Saskatchewan","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",19579179,9
2023,"Saskatchewan","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",1944992,9
2023,"Saskatchewan","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Electricity producers, industries","Hydraulic turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2023,"Saskatchewan","Electricity producers, industries","Solar","Megawatt hours",9665,9
2023,"Saskatchewan","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",379271,9
2023,"Saskatchewan","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",26848,9
2023,"Saskatchewan","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",329317,9
2023,"Saskatchewan","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",302469,9
2023,"Saskatchewan","Electricity producers, industries","Wind power turbine","Megawatt hours",40289,9
2023,"Saskatchewan","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",2703966,9
2023,"Saskatchewan","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"Saskatchewan","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",115778,9
2023,"Saskatchewan","Total all classes of electricity producer","Solar","Megawatt hours",49063,9
2023,"Saskatchewan","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",24788623,9
2023,"Saskatchewan","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",52887,9
2023,"Saskatchewan","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",19934535,9
2023,"Saskatchewan","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",19881648,9
2023,"Saskatchewan","Total all classes of electricity producer","Wind power turbine","Megawatt hours",1985281,9
2023,"Yukon","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2023,"Yukon","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",489355,9
2023,"Yukon","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2023,"Yukon","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2023,"Yukon","Electricity producers, electric utilities","Solar","Megawatt hours",0,9
2023,"Yukon","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",561667,9
2023,"Yukon","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",0,9
2023,"Yukon","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",71690,9
2023,"Yukon","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",71690,9
2023,"Yukon","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",622,9
2023,"Yukon","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2023,"Yukon","Electricity producers, industries","Solar","Megawatt hours",703,9
2023,"Yukon","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",703,9
2023,"Yukon","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",0,9
2023,"Yukon","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",0,9
2023,"Yukon","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",0,9
2023,"Yukon","Electricity producers, industries","Wind power turbine","Megawatt hours",0,9
2023,"Yukon","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2023,"Yukon","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",489355,9
2023,"Yukon","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2023,"Yukon","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2023,"Yukon","Total all classes of electricity producer","Solar","Megawatt hours",703,9
2023,"Yukon","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",562370,9
2023,"Yukon","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",0,9
